행정동명,2023년09월_전체세대,2023년09월_1인세대,2023년09월_2인세대,2023년09월_3인세대,2023년09월_4인세대,2023년09월_5인세대,2023년9월_6인가구이상,채소가게수,제로웨이스트 가게수,유치원수,거주인구대비취약자수,거주인구대비취약자백분위수,미세먼지지수,미세먼지백분위,행정구역면적,공원수,공원율,도시농업(프로그램수),도시농업(시설수),초등학교수,사업체수 (개),종사자수 (명),채식식당수,인구수,1_0대,1_10대,1_20대,1_30대,1_40대,1_50대,1_60대,1_70대,1_80대,1_90대,1_기타,2_0대,2_10대,2_20대,2_30대,2_40대,2_50대,2_60대,2_70대,2_80대,2_90대,2_기타,카페수,승하차인원_버스_지하철,1점포당_1년_매출액,행정동별_1년_매출액
홍제1동,11054,4088,2815,2135,1552,361,103,1.0,0.0,3.0,6522,81.0,11.848,1,1.2347,7,2.1,0.0,0.0,2.0,1548,5601,1.0,49746.0,1490,1776,2988,3414,3558,3982,3320,1740,892,76,0,1560,1874,3220,3752,3822,4440,3994,2298,1378,166,6,24.0,431459.0,28011990.66,2885235038.0
홍제2동,5768,1977,1508,1201,848,190,44,0.0,0.0,2.0,3790,56.0,11.848,1,0.6995,0,0.0,0.0,0.0,0.0,829,2259,1.0,26478.0,704,892,1528,1834,1660,2190,2066,968,492,32,4,614,896,1676,1872,1818,2586,2316,1396,800,132,2,14.0,242604.0,35998893.77,7808760039.0
홍제3동,8018,3020,2019,1599,1092,223,65,16.0,1.0,2.0,4516,64.0,11.848,1,1.1916,4,1.24,0.0,0.0,2.0,1383,3882,0.0,35540.0,1042,1142,2250,2494,2366,3004,2488,1386,778,70,0,1006,1120,2242,2472,2358,3154,2890,1920,1232,122,4,29.0,279257.0,41829351.92,2007808892.0
화곡1동,28289,15339,6539,3692,2065,496,158,2.0,3.0,3.0,11799,97.0,14.838,11,1.1969,13,3.71,0.0,0.0,2.0,4150,10810,1.0,103224.0,2162,2268,8230,11358,7766,6830,6478,3798,1196,98,2,2154,2192,10376,9912,6900,7426,7860,4254,1676,280,8,80.0,614122.0,49924860.59,21367840332.0
화곡2동,8183,3400,2159,1403,922,238,61,2.0,0.0,2.0,4700,66.0,14.838,12,0.4543,3,0.66,0.0,0.0,1.0,1283,2827,0.0,34682.0,870,1288,2392,2872,2828,2626,2188,1230,410,16,0,900,1282,2510,2484,2832,2890,2880,1552,536,94,2,18.0,121936.0,69604129.67,3967435391.0
화곡3동,9740,3913,2409,1685,1316,323,94,1.0,0.0,1.0,5881,76.0,14.838,12,0.5215,5,1.07,0.0,0.0,0.0,1690,4397,3.0,42610.0,1054,1688,2746,3156,2954,2990,3204,1876,534,50,0,988,1510,3348,3278,3186,3346,3666,2040,848,142,6,41.0,146331.0,6868564.234,528879446.0
화곡4동,9663,4121,2575,1685,986,226,70,8.0,0.0,4.0,5517,73.0,14.838,12,0.8514,5,0.58,0.0,0.0,1.0,1928,4315,0.0,39890.0,918,1310,2626,3160,3274,3104,2914,1678,540,56,0,834,1180,2530,2858,2946,3404,3602,1962,856,138,0,41.0,152200.0,9240057.339,1690930493.0
화곡6동,13084,6995,2706,1762,1265,260,96,4.0,2.0,2.0,5592,73.0,14.838,12,1.0372,5,7.52,4.0,1.0,2.0,2456,12040,2.0,49744.0,1018,1622,3840,4418,3580,3562,3442,1736,550,40,0,1018,1320,4904,4540,3352,3894,4052,1868,814,168,6,35.0,361252.0,36127534.54,6033298268.0
화곡8동,11776,5310,3097,1870,1127,288,84,14.0,1.0,1.0,6285,79.0,14.838,11,0.5935,6,1.97,0.0,0.0,0.0,1748,4385,1.0,47558.0,1018,1462,3532,4062,3786,3344,3038,1990,656,28,2,960,1406,3850,3646,3482,3816,4130,2308,914,124,4,37.0,271696.0,34524461.91,3935788658.0
화곡본동,17433,8928,4044,2359,1626,380,96,5.0,1.0,4.0,8058,88.0,14.838,12,0.9714,14,104.61,0.0,0.0,2.0,2177,4919,0.0,66802.0,1660,2346,5158,6510,5304,4576,3968,2074,642,46,0,1530,2104,6256,5854,5098,4932,4990,2526,1030,180,18,36.0,239559.0,56253539.65,4219015474.0
화양동,18340,15154,1950,702,416,86,32,4.0,1.0,2.0,2870,47.0,14.731,11,0.0,0,0.0,0.0,0.0,1.0,3072,16195,3.0,46856.0,310,634,8796,5004,2246,2180,1658,886,452,36,0,308,864,11768,4540,1890,1786,1730,1148,534,84,2,123.0,460948.0,57031094.57,50358456501.0
황학동,7439,4409,1578,831,489,104,28,5.0,0.0,0.0,2894,47.0,14.146,7,0.3284,1,0.33,0.0,0.0,0.0,2487,5992,1.0,25620.0,708,444,1836,2912,1866,1708,1560,818,284,28,0,632,498,2644,2898,1838,1794,1594,972,484,98,4,37.0,123176.0,16322186.5,457021222.0
회기동,6696,4729,897,528,423,91,28,2.0,0.0,2.0,2185,38.0,14.146,7,0.7663,1,0.05,0.0,0.0,3.0,1293,10348,5.0,20952.0,312,700,3192,1558,1164,1256,894,520,314,26,4,326,808,3788,1310,1198,1196,1046,748,506,86,0,81.0,218314.0,49709345.07,18293038986.0
회현동,2522,1528,456,283,183,52,20,8.0,4.0,1.0,1397,25.0,118.479,63,0.8971,0,0.0,0.0,0.0,0.0,9246,46229,6.0,8936.0,178,218,430,500,592,858,1122,512,230,22,0,174,196,450,552,536,706,808,516,260,72,4,144.0,1045659.0,76944309.89,42934924917.0
효창동,4724,1755,1184,869,706,147,63,1.0,0.0,0.0,2496,42.0,18.927,34,0.4459,2,38.53,0.0,0.0,1.0,702,2596,1.0,21514.0,760,764,1514,1898,1604,1606,1190,546,298,32,0,804,622,1726,2088,1656,1840,1262,756,474,72,2,11.0,140945.0,58249470.82,3786215603.0
후암동,8275,4250,1802,1183,756,214,70,0.0,1.0,1.0,4255,61.0,18.927,34,0.8652,2,0.29,0.0,0.0,2.0,1367,4605,2.0,32296.0,760,1198,2212,2936,2280,2582,2110,1094,438,36,6,744,1010,2262,2646,2436,2666,2440,1380,888,158,14,29.0,176879.0,33060660.3,6380707438.0
휘경1동,7767,4651,1328,888,691,163,46,0.0,0.0,1.0,3086,49.0,14.243,7,0.5214,1,0.31,0.0,0.0,0.0,1285,3690,2.0,27806.0,736,774,3062,2234,1680,1826,1516,842,398,42,2,700,860,4384,1968,1582,1954,1520,1084,546,92,4,35.0,402280.0,32853009.08,3876655071.0
휘경2동,12772,6871,2459,1705,1336,323,78,1.0,0.0,3.0,6022,77.0,14.243,7,1.1127,4,0.49,0.0,0.0,2.0,1665,5457,3.0,48834.0,1072,1890,6172,3230,3228,3546,2812,1632,690,66,0,932,2048,5642,2832,3174,3540,3164,2034,996,130,4,38.0,227224.0,19942268.01,1834688657.0
흑석동,13085,4821,2873,2698,2134,452,107,8.0,1.0,6.0,8538,90.0,17.205,27,1.7071,6,22.75,0.0,0.0,3.0,2136,11037,2.0,59748.0,2360,2316,4566,4000,4688,4710,3586,1872,916,110,2,2296,2248,4344,4118,4656,5008,3940,2364,1364,282,2,50.0,502230.0,29184023.88,4902916012.0
